orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,Product,Sales,CustomerNumber,CustomerName,CustomerCountry,CustomerCity,customer_order_status,cust_fname,cust_lname,cust_state,product_vender,order_date,Revenue
10394,S18_3232,22,135.47,5,1992 Ferrari 360 Spider red,"2,980.34",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Unimax Art Galleries,15-Mar-05,7980.34
10396,S18_4522,45,83.38,5,1904 Buick Runabout,"3,752.10",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Exoto Designs,23-Mar-05,8752.1
10397,S700_1938,32,69.29,5,The Mayflower,"2,217.28",242,Alpha Cognac,France,Toulouse,Shipped,Annette,Roulet,NULL,Studio M Art Models,28-Mar-05,7217.28
10398,S50_1341,49,38.84,5,1930 Buick Marquette Phaeton,"1,903.16",353,Reims Collectables,France,Reims,Shipped,Paul,Henriot,NULL,Studio M Art Models,30-Mar-05,6903.16
10399,S12_2823,29,123.51,5,2002 Suzuki XREO,"3,581.79",496,Kelly's Gift Shop,New Zealand,Auckland,Shipped,Tony,Snowden,NULL,Unimax Art Galleries,1-Apr-05,8581.79
10400,S700_2047,46,82.37,5,HMS Bounty,"3,789.02",450,The Sharp Gifts Warehouse,USA,San Jose,Shipped,Sue,Frick,CA,Unimax Art Galleries,1-Apr-05,8789.02
10401,S24_1785,38,87.54,5,1928 British Royal Navy Airplane,"3,326.52",328,Tekni Collectables Inc.,USA,Newark,On Hold,William,Brown,NJ,Classic Metal Creations,3-Apr-05,8326.52
10403,S32_4485,45,88.78,5,1974 Ducati 350 Mk3 Desmo,"3,995.10",201,"UK Collectables, Ltd.",UK,Liverpool,Shipped,Elizabeth,Devon,NULL,Second Gear Diecast,8-Apr-05,8995.1
10404,S18_3482,28,127.88,5,1976 Ford Gran Torino,"3,580.64",323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Gearbox Collectibles,8-Apr-05,8580.64
10405,S12_4675,97,115.16,5,1969 Dodge Charger,"11,170.52",209,Mini Caravy,France,Strasbourg,Shipped,Frédérique,Citeaux,NULL,Welly Diecast Productions,14-Apr-05,16170.52
10407,S24_2887,59,98.65,5,1952 Citroen-15CV,"5,820.35",450,The Sharp Gifts Warehouse,USA,San Jose,On Hold,Sue,Frick,CA,Exoto Designs,22-Apr-05,10820.35
10410,S18_3320,44,81.35,5,1917 Maxwell Touring Car,"3,579.40",357,GiftsForHim.com,New Zealand,Auckland,Shipped,Wales,MacKinlay,NULL,Exoto Designs,29-Apr-05,8579.4
10411,S32_3522,27,60.76,5,1996 Peterbilt 379 Stake Bed with Outrigger,"1,640.52",233,Québec Home Shopping Network,Canada,Montréal,Shipped,Jean,Fresnière,Québec,Red Start Diecast,1-May-05,6640.52
10412,S12_4473,54,100.73,5,1957 Chevy Pickup,"5,439.42",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Exoto Designs,3-May-05,10439.42
10413,S18_4027,49,133.57,5,1970 Triumph Spitfire,"6,544.93",175,Gift Depot Inc.,USA,Bridgewater,Shipped,Julie,King,CT,Min Lin Diecast,5-May-05,11544.93
10414,S24_3151,60,72.58,5,1912 Ford Model T Delivery Wagon,"4,354.80",362,Gifts4AllAges.com,USA,Boston,On Hold,Juri,Yoshido,MA,Min Lin Diecast,6-May-05,9354.8
10415,S18_3856,51,86.81,5,1941 Chevrolet Special Deluxe Cabriolet,"4,427.31",471,"Australian Collectables, Ltd",Australia,Glen Waverly,Disputed,Sean,Clenahan,Victoria,Exoto Designs,9-May-05,9427.31
10416,S24_4278,48,70.28,5,1900s Vintage Tri-Plane,"3,373.44",386,L'ordine Souveniers,Italy,Reggio Emilia,Shipped,Maurizio,Moroni,NULL,Unimax Art Galleries,10-May-05,8373.44
10417,S10_2016,45,116.56,5,1996 Moto Guzzi 1100i,"5,245.20",141,Euro+ Shopping Channel,Spain,Madrid,Disputed,Diego,Freyre,NULL,Highway 66 Mini Classics,13-May-05,10245.2
10418,S18_3782,33,56.57,5,1957 Vespa GS150,"1,866.81",412,"Extreme Desk Decorations, Ltd",New Zealand,Wellington,Shipped,Sarah,McRoy,NULL,Studio M Art Models,16-May-05,6866.81
10419,S18_1129,38,117.48,5,1993 Mazda RX-7,"4,464.24",382,Salzburg Collectables,Austria,Salzburg,Shipped,Georg,Pipps,NULL,Highway 66 Mini Classics,17-May-05,9464.24
10420,S18_1749,37,153,5,1917 Grand Touring Sedan,"5,661.00",282,Souveniers And Things Co.,Australia,Chatswood,In Process,Adrian,Huxley,NSW,Welly Diecast Productions,29-May-05,10661
10423,S18_3320,21,80.36,5,1917 Maxwell Touring Car,"1,687.56",314,Petit Auto,Belgium,Bruxelles,In Process,Catherine,Dewey,NULL,Exoto Designs,30-May-05,6687.56
10424,S18_1097,54,108.5,5,1940 Ford Pickup Truck,"5,859.00",141,Euro+ Shopping Channel,Spain,Madrid,In Process,Diego,Freyre,NULL,Studio M Art Models,31-May-05,10859
10425,S24_2840,31,31.82,5,1958 Chevy Corvette Limited Edition,986.42,119,La Rochelle Gifts,France,Nantes,In Process,Janine,Labrune,NULL,Carousel DieCast Legends,31-May-05,5986.42
10103,S700_2824,42,94.07,6,1982 Camaro Z28,"3,950.94",121,Baane Mini Imports,Norway,Stavern,Shipped,Jonas,Bergulfsen,NULL,Carousel DieCast Legends,29-Jan-03,8950.94
10104,S24_1444,35,52.02,6,1970 Dodge Coronet,"1,820.70",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Highway 66 Mini Classics,31-Jan-03,6820.7
10105,S700_3505,39,92.16,6,The Titanic,"3,594.24",145,Danish Wholesale Imports,Denmark,Kobenhavn,Shipped,Jytte,Petersen,NULL,Carousel DieCast Legends,11-Feb-03,8594.24
10106,S50_1341,39,35.78,6,1930 Buick Marquette Phaeton,"1,395.42",278,Rovelli Gifts,Italy,Bergamo,Shipped,Giovanni,Rovelli,NULL,Studio M Art Models,17-Feb-03,6395.42
10107,S18_2625,29,52.7,6,1936 Harley Davidson El Knucklehead,"1,528.30",131,Land of Toys Inc.,USA,NYC,Shipped,Kwai,Lee,NY,Welly Diecast Productions,24-Feb-03,6528.3
10108,S12_1099,33,165.38,6,1968 Ford Mustang,"5,457.54",385,Cruz & Sons Co.,Philippines,Makati City,Shipped,Arnold,Cruz,NULL,Autoart Studio Design,3-Mar-03,10457.54
10109,S24_2972,29,32.1,6,1982 Lamborghini Diablo,930.90,486,Motor Mint Distributors Inc.,USA,Philadelphia,Shipped,Rosa,Salazar,PA,Second Gear Diecast,10-Mar-03,5930.9
10110,S18_2248,32,51.46,6,1911 Ford Town Car,"1,646.72",187,"AV Stores, Co.",UK,Manchester,Shipped,Rachel,Ashworth,NULL,Motor City Art Classics,18-Mar-03,6646.72
10111,S18_1342,33,87.33,6,1937 Lincoln Berline,"2,881.89",129,Mini Wheels Co.,USA,San Francisco,Shipped,Julie,Murphy,CA,Motor City Art Classics,25-Mar-03,7881.89
10114,S18_2432,45,53.48,6,1926 Ford Fire Engine,"2,406.60",172,"La Corne D'abondance, Co.",France,Paris,Shipped,Marie,Bertrand,NULL,Carousel DieCast Legends,1-Apr-03,7406.6
10117,S700_1938,38,75.35,6,The Mayflower,"2,863.30",148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Shipped,Eric,Natividad,NULL,Studio M Art Models,16-Apr-03,7863.3
10119,S72_1253,28,40.22,6,Boeing X-32A JSF,"1,126.16",382,Salzburg Collectables,Austria,Salzburg,Shipped,Georg,Pipps,NULL,Motor City Art Classics,28-Apr-03,6126.16
10120,S32_1374,22,94.9,6,1997 BMW F650 ST,"2,087.80",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Exoto Designs,29-Apr-03,7087.8
10122,S18_1889,43,62.37,6,1948 Porsche 356-A Roadster,"2,681.91",350,Marseille Mini Autos,France,Marseille,Shipped,Laurence,Lebihan,NULL,Gearbox Collectibles,8-May-03,7681.91
10124,S18_1749,21,153,6,1917 Grand Touring Sedan,"3,213.00",112,Signal Gift Stores,USA,Las Vegas,Shipped,Jean,King,NV,Welly Diecast Productions,21-May-03,8213
10126,S700_2824,45,97.1,6,1982 Camaro Z28,"4,369.50",458,"Corrida Auto Replicas, Ltd",Spain,Madrid,Shipped,Martín,Sommer,NULL,Carousel DieCast Legends,28-May-03,9369.5
10127,S32_3207,29,60.9,6,1950's Chicago Surface Lines Streetcar,"1,766.10",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Gearbox Collectibles,3-Jun-03,6766.1
10129,S700_3505,42,90.15,6,The Titanic,"3,786.30",324,"Stylish Desk Decors, Co.",UK,London,Shipped,Ann,Brown,NULL,Carousel DieCast Legends,12-Jun-03,8786.3
10131,S24_3420,29,52.6,6,1937 Horch 930V Limousine,"1,525.40",447,Gift Ideas Corp.,USA,Glendale,Shipped,Dan,Lewis,CT,Autoart Studio Design,16-Jun-03,6525.4
10133,S32_4289,49,67.41,6,1928 Ford Phaeton Deluxe,"3,303.09",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Highway 66 Mini Classics,27-Jun-03,8303.09
10134,S18_2625,30,51.48,6,1936 Harley Davidson El Knucklehead,"1,544.40",250,Lyon Souveniers,France,Paris,Shipped,Daniel,Da Silva,NULL,Welly Diecast Productions,1-Jul-03,6544.4
10135,S24_3371,27,52.05,6,1971 Alpine Renault 1600s,"1,405.35",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Welly Diecast Productions,2-Jul-03,6405.35
10138,S18_1749,33,149.6,6,1917 Grand Touring Sedan,"4,936.80",496,Kelly's Gift Shop,New Zealand,Auckland,Shipped,Tony,Snowden,NULL,Welly Diecast Productions,7-Jul-03,9936.8
10139,S18_1367,49,52.83,6,1936 Mercedes-Benz 500K Special Roadster,"2,588.67",282,Souveniers And Things Co.,Australia,Chatswood,Shipped,Adrian,Huxley,NSW,Studio M Art Models,16-Jul-03,7588.67
10140,S700_2824,36,101.15,6,1982 Camaro Z28,"3,641.40",161,Technics Stores Inc.,USA,Burlingame,Shipped,Juri,Hashimoto,CA,Carousel DieCast Legends,24-Jul-03,8641.4
10141,S24_2840,21,32.18,6,1958 Chevy Corvette Limited Edition,675.78,334,Suominen Souveniers,Finland,Espoo,Shipped,Kalle,Suominen,NULL,Carousel DieCast Legends,1-Aug-03,5675.78
10142,S24_2011,33,114.29,6,18th century schooner,"3,771.57",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Carousel DieCast Legends,8-Aug-03,8771.57
10143,S24_3949,28,55.96,6,Corsair F4U ( Bird Cage),"1,566.88",320,Mini Creations Ltd.,USA,New Bedford,Shipped,Wing,Huang,MA,Second Gear Diecast,10-Aug-03,6566.88
10145,S10_1678,45,76.56,6,1969 Harley Davidson Ultimate Chopper,"3,445.20",205,Toys4GrownUps.com,USA,Pasadena,Shipped,Julie,Young,CA,Min Lin Diecast,25-Aug-03,8445.2
10147,S24_3371,30,48.98,6,1971 Alpine Renault 1600s,"1,469.40",379,Collectables For Less Inc.,USA,Brickhaven,Shipped,Allen,Nelson,MA,Welly Diecast Productions,5-Sep-03,6469.4
10148,S24_1046,25,65.41,6,1970 Chevy Chevelle SS 454,"1,635.25",276,"Anna's Decorations, Ltd",Australia,North Sydney,Shipped,Anna,O'Hara,NSW,Unimax Art Galleries,11-Sep-03,6635.25
10149,S24_2022,49,39.87,6,1938 Cadillac V-16 Presidential Limousine,"1,953.63",487,Signal Collectibles Ltd.,USA,Brisbane,Shipped,Sue,Taylor,CA,Classic Metal Creations,12-Sep-03,6953.63
10150,S18_4668,30,47.29,6,1939 Cadillac Limousine,"1,418.70",148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Shipped,Eric,Natividad,NULL,Studio M Art Models,19-Sep-03,6418.7
10151,S18_2319,49,106.78,6,1964 Mercedes Tour Bus,"5,232.22",311,"Oulu Toy Supplies, Inc.",Finland,Oulu,Shipped,Pirkko,Koskitalo,NULL,Unimax Art Galleries,21-Sep-03,10232.22
10153,S18_4522,22,82.5,6,1904 Buick Runabout,"1,815.00",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Exoto Designs,28-Sep-03,6815
10155,S24_2841,23,62.34,6,1900s Vintage Bi-Plane,"1,433.82",186,"Toys of Finland, Co.",Finland,Helsinki,Shipped,Matti,Karttunen,NULL,Autoart Studio Design,6-Oct-03,6433.82
10157,S32_4289,28,56.41,6,1928 Ford Phaeton Deluxe,"1,579.48",473,Frau da Collezione,Italy,Milan,Shipped,Franco,Ricotti,NULL,Highway 66 Mini Classics,9-Oct-03,6579.48
10159,S24_4620,23,80.84,6,1961 Chevrolet Impala,"1,859.32",321,Corporate Gift Ideas Co.,USA,San Francisco,Shipped,Julie,Brown,CA,Classic Metal Creations,10-Oct-03,6859.32
10160,S12_3380,46,96.3,6,1968 Dodge Charger,"4,429.80",347,"Men 'R' US Retailers, Ltd.",USA,Los Angeles,Shipped,Brian,Chandler,CA,Welly Diecast Productions,11-Oct-03,9429.8
10161,S24_3432,30,94.23,6,2002 Chevy Corvette,"2,826.90",227,Heintze Collectables,Denmark,Århus,Shipped,Palle,Ibsen,NULL,Gearbox Collectibles,17-Oct-03,7826.9
10162,S18_2325,38,113.15,6,1932 Model A Ford J-Coupe,"4,299.70",321,Corporate Gift Ideas Co.,USA,San Francisco,Shipped,Julie,Brown,CA,Autoart Studio Design,18-Oct-03,9299.7
10163,S18_3320,43,80.36,6,1917 Maxwell Touring Car,"3,455.48",424,Classic Legends Inc.,USA,NYC,Shipped,Maria,Hernandez,NY,Exoto Designs,20-Oct-03,8455.48
10164,S12_1666,49,121.64,6,1958 Setra Bus,"5,960.36",452,Mini Auto Werke,Austria,Graz,Resolved,Roland,Mendel,NULL,Welly Diecast Productions,21-Oct-03,10960.36
10165,S18_4027,28,123.51,6,1970 Triumph Spitfire,"3,458.28",148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Shipped,Eric,Natividad,NULL,Min Lin Diecast,22-Oct-03,8458.28
10167,S18_3856,34,84.7,6,1941 Chevrolet Special Deluxe Cabriolet,"2,879.80",448,Scandinavian Gift Ideas,Sweden,Bräcke,Cancelled,Martha,Larsson,NULL,Exoto Designs,23-Oct-03,7879.8
10168,S24_2000,29,72.36,6,1960 BSA Gold Star DBD34,"2,098.44",161,Technics Stores Inc.,USA,Burlingame,Shipped,Juri,Hashimoto,CA,Highway 66 Mini Classics,28-Oct-03,7098.44
10169,S24_4620,24,77.61,6,1961 Chevrolet Impala,"1,862.64",276,"Anna's Decorations, Ltd",Australia,North Sydney,Shipped,Anna,O'Hara,NSW,Classic Metal Creations,4-Nov-03,6862.64
10172,S18_1589,42,109.51,6,1965 Aston Martin DB5,"4,599.42",175,Gift Depot Inc.,USA,Bridgewater,Shipped,Julie,King,CT,Classic Metal Creations,5-Nov-03,9599.42
10173,S18_1342,43,101.71,6,1937 Lincoln Berline,"4,373.53",278,Rovelli Gifts,Italy,Bergamo,Shipped,Giovanni,Rovelli,NULL,Motor City Art Classics,5-Nov-03,9373.53
10175,S24_2300,28,121.4,6,1962 Volkswagen Microbus,"3,399.20",324,"Stylish Desk Decors, Co.",UK,London,Shipped,Ann,Brown,NULL,Autoart Studio Design,6-Nov-03,8399.2
10176,S32_3207,22,62.14,6,1950's Chicago Surface Lines Streetcar,"1,367.08",386,L'ordine Souveniers,Italy,Reggio Emilia,Shipped,Maurizio,Moroni,NULL,Gearbox Collectibles,6-Nov-03,6367.08
10177,S72_3212,40,52.96,6,Pont Yacht,"2,118.40",344,CAF Imports,Spain,Madrid,Shipped,Jesus,Fernandez,NULL,Unimax Art Galleries,7-Nov-03,7118.4
10178,S24_3420,27,65.75,6,1937 Horch 930V Limousine,"1,775.25",242,Alpha Cognac,France,Toulouse,Shipped,Annette,Roulet,NULL,Autoart Studio Design,8-Nov-03,6775.25
10179,S32_4289,24,63.97,6,1928 Ford Phaeton Deluxe,"1,535.28",496,Kelly's Gift Shop,New Zealand,Auckland,Cancelled,Tony,Snowden,NULL,Highway 66 Mini Classics,11-Nov-03,6535.28
10180,S24_2360,35,60.95,6,1982 Ducati 900 Monster,"2,133.25",171,Daedalus Designs Imports,France,Lille,Shipped,Martine,Rancé,NULL,Highway 66 Mini Classics,11-Nov-03,7133.25
10181,S18_1129,44,124.56,6,1993 Mazda RX-7,"5,480.64",167,Herkku Gifts,Norway,Bergen,Shipped,Veysel,Oeztan,NULL,Highway 66 Mini Classics,12-Nov-03,10480.64
10182,S24_1937,39,31.86,6,1939 Chevrolet Deluxe Coupe,"1,242.54",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Motor City Art Classics,12-Nov-03,6242.54
10183,S18_4668,40,42.26,6,1939 Cadillac Limousine,"1,690.40",339,"Classic Gift Ideas, Inc",USA,Philadelphia,Shipped,Francisca,Cervantes,PA,Studio M Art Models,13-Nov-03,6690.4
10184,S12_4473,37,105.47,6,1957 Chevy Pickup,"3,902.39",484,"Iberia Gift Imports, Corp.",Spain,Sevilla,Shipped,José Pedro,Roel,NULL,Exoto Designs,14-Nov-03,8902.39
10185,S72_3212,28,47.5,6,Pont Yacht,"1,330.00",320,Mini Creations Ltd.,USA,New Bedford,Shipped,Wing,Huang,MA,Unimax Art Galleries,14-Nov-03,6330
10186,S18_3856,46,98.46,6,1941 Chevrolet Special Deluxe Cabriolet,"4,529.16",489,"Double Decker Gift Stores, Ltd",UK,London,Shipped,Thomas,Smith,NULL,Exoto Designs,14-Nov-03,9529.16
10187,S700_1691,34,84.95,6,American Airlines: B767-300,"2,888.30",211,"King Kong Collectables, Co.",Hong Kong,Central Hong Kong,Shipped,Mike,Gao,NULL,Min Lin Diecast,15-Nov-03,7888.3
10188,S24_2000,40,61.7,6,1960 BSA Gold Star DBD34,"2,468.00",167,Herkku Gifts,Norway,Bergen,Shipped,Veysel,Oeztan,NULL,Highway 66 Mini Classics,18-Nov-03,7468
10191,S18_3278,36,75.59,6,1969 Dodge Super Bee,"2,721.24",259,"Toms Spezialitäten, Ltd",Germany,Köln,Shipped,Henriette,Pfalzheim,NULL,Min Lin Diecast,20-Nov-03,7721.24
10192,S24_1628,47,49.3,6,1966 Shelby Cobra 427 S/C,"2,317.10",363,Online Diecast Creations Co.,USA,Nashua,Shipped,Dorothy,Young,NH,Carousel DieCast Legends,20-Nov-03,7317.1
10193,S18_1367,46,46.36,6,1936 Mercedes-Benz 500K Special Roadster,"2,132.56",471,"Australian Collectables, Ltd",Australia,Glen Waverly,Shipped,Sean,Clenahan,Victoria,Studio M Art Models,21-Nov-03,7132.56
10194,S700_2824,26,80.92,6,1982 Camaro Z28,"2,103.92",146,"Saveley & Henriot, Co.",France,Lyon,Shipped,Mary,Saveley,NULL,Carousel DieCast Legends,25-Nov-03,7103.92
10195,S12_4473,49,118.5,6,1957 Chevy Pickup,"5,806.50",319,Mini Classics,USA,White Plains,Shipped,Steve,Frick,NY,Exoto Designs,25-Nov-03,10806.5
10196,S12_3148,24,151.08,6,1969 Corvair Monza,"3,625.92",455,Super Scale Inc.,USA,New Haven,Shipped,Leslie,Murphy,CT,Welly Diecast Productions,26-Nov-03,8625.92
10197,S10_4757,45,118.32,6,1972 Alfa Romeo GTA,"5,324.40",216,Enaco Distributors,Spain,Barcelona,Shipped,Eduardo,Saavedra,NULL,Motor City Art Classics,26-Nov-03,10324.4
10198,S24_3420,27,61.81,6,1937 Horch 930V Limousine,"1,668.87",385,Cruz & Sons Co.,Philippines,Makati City,Shipped,Arnold,Cruz,NULL,Autoart Studio Design,27-Nov-03,6668.87
10200,S32_4289,27,65.35,6,1928 Ford Phaeton Deluxe,"1,764.45",211,"King Kong Collectables, Co.",Hong Kong,Central Hong Kong,Shipped,Mike,Gao,NULL,Highway 66 Mini Classics,1-Dec-03,6764.45
10201,S18_2625,30,48.46,6,1936 Harley Davidson El Knucklehead,"1,453.80",129,Mini Wheels Co.,USA,San Francisco,Shipped,Julie,Murphy,CA,Welly Diecast Productions,1-Dec-03,6453.8
10202,S24_2360,50,56.1,6,1982 Ducati 900 Monster,"2,805.00",357,GiftsForHim.com,New Zealand,Auckland,Shipped,Wales,MacKinlay,NULL,Highway 66 Mini Classics,2-Dec-03,7805
10203,S12_3380,20,111.57,6,1968 Dodge Charger,"2,231.40",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Welly Diecast Productions,2-Dec-03,7231.4
10204,S18_4933,45,69.84,6,1957 Ford Thunderbird,"3,142.80",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Studio M Art Models,2-Dec-03,8142.8
10206,S10_1949,47,203.59,6,1952 Alpine Renault 1300,"9,568.73",202,Canadian Gift Exchange Network,Canada,Vancouver,Shipped,Yoshi,Tamuri,BC,Classic Metal Creations,5-Dec-03,14568.73
10207,S18_2238,44,140.81,6,1998 Chrysler Plymouth Prowler,"6,195.64",495,Diecast Collectables,USA,Boston,Shipped,Valarie,Franco,MA,Gearbox Collectibles,9-Dec-03,11195.64
10208,S72_3212,42,48.05,6,Pont Yacht,"2,018.10",146,"Saveley & Henriot, Co.",France,Lyon,Shipped,Mary,Saveley,NULL,Unimax Art Galleries,2-Jan-04,7018.1
10209,S18_3029,28,82.58,6,1999 Yamaha Speed Boat,"2,312.24",347,"Men 'R' US Retailers, Ltd.",USA,Los Angeles,Shipped,Brian,Chandler,CA,Min Lin Diecast,9-Jan-04,7312.24
10210,S700_2834,25,98.48,6,ATA: B757-300,"2,462.00",177,Osaka Souveniers Co.,Japan,Kita-ku,Shipped,Mory,Kentary,Osaka,Highway 66 Mini Classics,12-Jan-04,7462
10211,S24_4620,22,80.84,6,1961 Chevrolet Impala,"1,778.48",406,Auto Canal+ Petit,France,Paris,Shipped,Dominique,Perrier,NULL,Classic Metal Creations,15-Jan-04,6778.48
10212,S18_1589,38,105.77,6,1965 Aston Martin DB5,"4,019.26",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Classic Metal Creations,16-Jan-04,9019.26
10214,S18_2248,21,53.28,6,1911 Ford Town Car,"1,118.88",458,"Corrida Auto Replicas, Ltd",Spain,Madrid,Shipped,Martín,Sommer,NULL,Motor City Art Classics,26-Jan-04,6118.88
10215,S18_2957,31,56.21,6,1934 Ford V8 Coupe,"1,742.51",475,West Coast Collectables Co.,USA,Burbank,Shipped,Steve,Thompson,CA,Min Lin Diecast,29-Jan-04,6742.51
10217,S700_2824,31,90.02,6,1982 Camaro Z28,"2,790.62",166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Carousel DieCast Legends,4-Feb-04,7790.62
10220,S32_3207,20,49.71,6,1950's Chicago Surface Lines Streetcar,994.20,189,"Clover Collections, Co.",Ireland,Dublin,Shipped,Dean,Cassidy,NULL,Gearbox Collectibles,12-Feb-04,5994.2
10222,S24_3420,43,61.15,6,1937 Horch 930V Limousine,"2,629.45",239,Collectable Mini Designs Co.,USA,San Diego,Shipped,Valarie,Thompson,CA,Autoart Studio Design,19-Feb-04,7629.45
10223,S24_2000,38,60.94,6,1960 BSA Gold Star DBD34,"2,315.72",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Highway 66 Mini Classics,20-Feb-04,7315.72
10224,S12_2823,43,141.58,6,2002 Suzuki XREO,"6,087.94",171,Daedalus Designs Imports,France,Lille,Shipped,Martine,Rancé,NULL,Unimax Art Galleries,21-Feb-04,11087.94
10225,S12_4675,21,100.19,6,1969 Dodge Charger,"2,103.99",298,"Vida Sport, Ltd",Switzerland,Genève,Shipped,Mihael,Holz,NULL,Welly Diecast Productions,22-Feb-04,7103.99
10226,S18_3685,46,122.91,6,1948 Porsche Type 356 Roadster,"5,653.86",239,Collectable Mini Designs Co.,USA,San Diego,Shipped,Valarie,Thompson,CA,Gearbox Collectibles,26-Feb-04,10653.86
10227,S24_1937,42,27.22,6,1939 Chevrolet Deluxe Coupe,"1,143.24",146,"Saveley & Henriot, Co.",France,Lyon,Shipped,Mary,Saveley,NULL,Motor City Art Classics,2-Mar-04,6143.24
10228,S24_4258,33,84.73,6,1936 Chrysler Airflow,"2,796.09",173,Cambridge Collectables Co.,USA,Cambridge,Shipped,Jerry,Tseng,MA,Second Gear Diecast,10-Mar-04,7796.09
10229,S24_2300,48,115.01,6,1962 Volkswagen Microbus,"5,520.48",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Autoart Studio Design,11-Mar-04,10520.48
10230,S24_1444,36,47.4,6,1970 Dodge Coronet,"1,706.40",128,"Blauer See Auto, Co.",Germany,Frankfurt,Shipped,Roland,Keitel,NULL,Highway 66 Mini Classics,15-Mar-04,6706.4
10232,S18_3140,22,133.86,6,1903 Ford Model A,"2,944.92",240,giftsbymail.co.uk,UK,Cowes,Shipped,Helen,Bennett,Isle of Wight,Unimax Art Galleries,20-Mar-04,7944.92
10234,S18_3856,39,85.75,6,1941 Chevrolet Special Deluxe Cabriolet,"3,344.25",412,"Extreme Desk Decorations, Ltd",New Zealand,Wellington,Shipped,Sarah,McRoy,NULL,Exoto Designs,30-Mar-04,8344.25
10235,S32_4289,34,66.73,6,1928 Ford Phaeton Deluxe,"2,268.82",260,"Royal Canadian Collectables, Ltd.",Canada,Tsawassen,Shipped,Elizabeth,Lincoln,BC,Highway 66 Mini Classics,2-Apr-04,7268.82
10237,S12_2823,32,129.53,6,2002 Suzuki XREO,"4,144.96",181,Vitachrome Inc.,USA,NYC,Shipped,Michael,Frick,NY,Unimax Art Galleries,5-Apr-04,9144.96
10238,S18_3278,41,68.35,6,1969 Dodge Super Bee,"2,802.35",145,Danish Wholesale Imports,Denmark,Kobenhavn,Shipped,Jytte,Petersen,NULL,Min Lin Diecast,9-Apr-04,7802.35
10241,S24_2766,47,89.05,6,1949 Jaguar XK 120,"4,185.35",209,Mini Caravy,France,Strasbourg,Shipped,Frédérique,Citeaux,NULL,Classic Metal Creations,13-Apr-04,9185.35
10244,S18_1367,20,48.52,6,1936 Mercedes-Benz 500K Special Roadster,970.40,141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Studio M Art Models,29-Apr-04,5970.4
10245,S12_1666,38,120.27,6,1958 Setra Bus,"4,570.26",455,Super Scale Inc.,USA,New Haven,Shipped,Leslie,Murphy,CT,Welly Diecast Productions,4-May-04,9570.26
10246,S24_2840,49,34.65,6,1958 Chevy Corvette Limited Edition,"1,697.85",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Carousel DieCast Legends,5-May-04,6697.85
10247,S32_3207,40,58.41,6,1950's Chicago Surface Lines Streetcar,"2,336.40",334,Suominen Souveniers,Finland,Espoo,Shipped,Kalle,Suominen,NULL,Gearbox Collectibles,5-May-04,7336.4
10248,S700_1138,36,66,6,The Schooner Bluenose,"2,376.00",131,Land of Toys Inc.,USA,NYC,Cancelled,Kwai,Lee,NY,Autoart Studio Design,7-May-04,7376
10250,S24_1785,31,95.2,6,1928 British Royal Navy Airplane,"2,951.20",450,The Sharp Gifts Warehouse,USA,San Jose,Shipped,Sue,Frick,CA,Classic Metal Creations,11-May-04,7951.2
10251,S18_2625,44,58.15,6,1936 Harley Davidson El Knucklehead,"2,558.60",328,Tekni Collectables Inc.,USA,Newark,Shipped,William,Brown,NJ,Welly Diecast Productions,18-May-04,7558.6
